Product,Region,Sales,Profit,City
Smartphone,West,1056,829,Pune
Smartphone,Central,3343,816,Gandhinagar
Desktop,East,2723,292,Amreli
Laptop,West,2056,801,Rajkot
Tablet,South,4299,174,Noida
Desktop,Central,3785,815,Gandhinagar
Smartwatch,North,3959,219,Rajkot
Laptop,East,1926,385,Gandhinagar
Smartphone,East,3770,523,Rajkot
Smartwatch,Central,2535,456,Pune
Tablet,West,3607,597,Amreli
Smartwatch,Central,4524,221,Ahemdabad
Smartphone,Central,2896,700,Pune
Laptop,West,2325,477,Amreli
Smartwatch,Central,1740,843,Gandhinagar
Smartphone,East,2394,184,Noida
Tablet,South,4226,426,Pune
Smartwatch,West,2855,967,Patan
Headphones,South,1563,576,Ahemdabad
Headphones,South,4480,485,Amreli
Headphones,North,4969,223,Mumbai
Smartphone,South,2457,624,Delhi
Headphones,West,1538,716,Bangalore
Smartwatch,South,1698,275,Hyderabad
Smartwatch,North,4410,403,Chennai
Tablet,South,1922,572,Pune
Laptop,North,581,235,Amreli
Desktop,South,2604,991,Gandhinagar
Tablet,South,635,636,Noida
Tablet,East,3848,78,Pune
Laptop,North,1654,516,Patan
Smartphone,South,4768,739,Ahemdabad
Desktop,West,920,510,Patan
Laptop,West,2962,208,Patan
Laptop,Central,2984,758,Patan
Tablet,North,4020,451,Patan
Headphones,West,864,828,Ahemdabad
Headphones,North,2041,829,Mumbai
Desktop,Central,3781,880,Kutch
Desktop,West,2248,444,Bhopal
Laptop,East,4019,72,Pune
Laptop,North,2838,929,Gandhinagar
Smartphone,West,4332,245,Mumbai
Smartphone,East,759,888,Delhi
Laptop,West,3671,481,Bangalore
Smartwatch,North,4911,449,Hyderabad
Smartwatch,East,3243,143,Chennai
Smartphone,North,2389,938,Delhi
Smartwatch,Central,3230,424,Bangalore
Desktop,East,3848,537,Hyderabad
Smartphone,East,2089,94,Chennai
Desktop,Central,896,735,Pune
Headphones,South,2952,474,Amreli
Headphones,East,1119,229,Gandhinagar
Tablet,West,4681,882,Noida
Headphones,West,884,875,Pune
Desktop,Central,2906,333,Patan
Smartwatch,South,2894,437,Ahemdabad
Smartwatch,Central,1489,144,Mumbai
Desktop,South,1053,264,Delhi
Laptop,East,1072,941,Bangalore
Smartwatch,South,3885,614,Hyderabad
Headphones,Central,988,648,Chennai
Smartphone,West,1680,197,Pune
Desktop,East,2720,253,Amreli
Desktop,West,3116,376,Gandhinagar
Desktop,West,4545,735,Noida
Tablet,East,577,713,Pune
Smartwatch,North,3515,159,Patan
Tablet,West,3825,621,Ahemdabad
Tablet,Central,2566,117,Pune
Laptop,East,3687,372,Amreli
Smartphone,East,1256,134,Gandhinagar
Smartphone,West,1890,364,Noida
Smartwatch,West,2397,765,Pune
Desktop,North,1580,310,Patan
Headphones,West,4976,810,Ahemdabad
Smartphone,East,4493,199,Pune
Laptop,West,4091,171,Amreli
Tablet,West,1108,297,Gandhinagar
Desktop,West,2491,68,Noida
Laptop,Central,3789,743,Pune
Tablet,East,2774,711,Patan
Headphones,South,3564,451,Ahemdabad
Desktop,Central,1219,706,Delhi
Headphones,East,2704,979,Bangalore
Headphones,West,1333,990,Hyderabad
Desktop,North,904,170,Chennai
Desktop,North,650,143,Pune
Tablet,West,1927,379,Amreli
Smartwatch,West,4747,448,Gandhinagar
Tablet,West,3868,92,Noida
Smartphone,West,952,425,Pune
Smartwatch,East,1824,480,Patan
Headphones,West,4456,860,Ahemdabad
Desktop,West,4193,119,Chennai
Smartphone,West,3301,529,Pune
Smartwatch,West,793,590,Amreli
Headphones,Central,1033,676,Gandhinagar
Smartphone,West,698,913,Noida
Smartphone,East,1161,992,Pune
Laptop,West,4518,104,Patan
Headphones,North,920,985,Ahemdabad
Laptop,South,1692,515,Mumbai
Laptop,South,1345,553,Delhi
Headphones,Central,4092,121,Bangalore
Headphones,North,1826,964,Hyderabad
Desktop,Central,2482,95,Chennai
Tablet,North,3213,298,Mumbai
Smartwatch,Central,2036,907,Kutch
Headphones,Central,3655,443,Patan
Tablet,West,1554,311,Patan
Desktop,Central,4681,996,Patan
Smartwatch,West,2399,332,Patan
Headphones,North,4023,919,Ahemdabad
Smartwatch,West,3603,937,Mumbai
Desktop,North,3003,793,Kutch
Desktop,West,4644,129,Bhopal
Desktop,West,2778,790,Pune
Tablet,North,4074,187,Gandhinagar
Smartphone,Central,2442,620,Amreli
Smartwatch,South,1940,163,Rajkot
Laptop,South,4513,624,Noida
Laptop,East,4300,756,Gandhinagar
Smartwatch,South,1432,589,Rajkot
Desktop,South,1279,693,Gandhinagar
Desktop,Central,4560,131,Rajkot
Tablet,South,1897,654,Pune
Desktop,East,1102,709,Amreli
Desktop,North,707,226,Ahemdabad
Smartphone,East,2694,373,Pune
Headphones,North,2873,977,Amreli
Smartphone,North,664,332,Gandhinagar
Laptop,South,4291,707,Noida
Smartphone,North,4915,832,Pune
Smartwatch,Central,1749,365,Patan
Tablet,South,2141,168,Ahemdabad
Smartwatch,North,2881,442,Amreli
Desktop,West,1450,530,Mumbai
Smartwatch,West,1789,903,Delhi
Tablet,East,3304,199,Bangalore
Tablet,North,2315,781,Hyderabad
Headphones,East,4973,970,Chennai
Headphones,South,751,213,Pune
Tablet,East,1178,222,Amreli
Smartphone,East,1963,627,Gandhinagar
Headphones,West,2657,161,Noida
Laptop,Central,512,731,Pune
Headphones,East,4306,785,Patan
Smartphone,Central,2687,812,Ahemdabad
Desktop,North,1219,688,Patan
Headphones,South,525,312,Patan
Laptop,West,819,324,Patan
Headphones,Central,4017,83,Patan
Tablet,North,543,483,Ahemdabad
Desktop,Central,613,286,Mumbai
Smartphone,West,511,421,Kutch
Desktop,North,1012,708,Bhopal
Smartphone,Central,4009,708,Pune
Headphones,South,925,825,Gandhinagar
Smartwatch,East,3802,51,Patan
Headphones,East,3339,628,Patan
Smartwatch,East,4910,954,Patan
Tablet,West,936,801,Patan
Headphones,South,4148,241,Ahemdabad
Headphones,Central,4762,443,Mumbai
Headphones,West,3203,196,Kutch
Tablet,West,4219,434,Bhopal
Laptop,South,2218,781,Pune
Laptop,East,2238,92,Gandhinagar
Smartwatch,North,4873,928,Amreli
Tablet,East,937,589,Rajkot
Headphones,South,2717,86,Mumbai
Laptop,West,1234,797,Kutch
Smartphone,North,3871,900,Patan
Laptop,East,2218,432,Patan
Desktop,East,2214,225,Patan
Tablet,South,3502,252,Patan
Tablet,South,2124,863,Ahemdabad
Smartphone,Central,1369,414,Mumbai
Desktop,East,617,151,Kutch
Laptop,East,3665,276,Bhopal
Laptop,East,2394,980,Pune
Smartwatch,Central,4367,776,Gandhinagar
Smartwatch,West,4228,138,Amreli
Desktop,West,1630,299,Rajkot
Smartphone,Central,2221,811,Noida
Laptop,East,1749,408,Gandhinagar
Headphones,Central,3612,849,Rajkot
Headphones,West,3346,514,Gandhinagar
Laptop,South,2606,416,Rajkot
Smartwatch,North,3812,678,Pune
Headphones,South,2236,438,Amreli
Smartphone,East,3235,696,Ahemdabad
Smartwatch,Central,4904,377,Pune
Laptop,Central,4100,290,Amreli
Laptop,North,2226,893,Gandhinagar
Tablet,East,4928,287,Noida
Smartphone,West,4404,575,Pune
Smartwatch,East,4014,542,Patan
Headphones,North,2730,67,Ahemdabad
Desktop,North,4879,269,Amreli
Smartphone,West,4199,545,Mumbai
Headphones,South,4931,990,Delhi
Tablet,North,2976,563,Bangalore
Tablet,South,2866,842,Hyderabad
Tablet,East,1135,204,Chennai
Headphones,Central,2637,915,Pune
Tablet,Central,4340,340,Amreli
Smartwatch,East,3393,692,Gandhinagar
Desktop,East,2756,916,Noida
Smartphone,Central,4046,604,Pune
Desktop,Central,2413,488,Patan
Smartwatch,West,4612,878,Ahemdabad
Smartwatch,South,798,180,Patan
Laptop,South,3753,394,Patan
Headphones,North,1817,823,Patan
Smartphone,West,2805,325,Patan
Laptop,South,3358,356,Ahemdabad
Desktop,Central,1700,394,Mumbai
Desktop,East,1518,564,Kutch
Tablet,East,1391,811,Bhopal
Smartwatch,Central,828,142,Pune
Headphones,South,1780,277,Gandhinagar
Smartphone,North,809,52,Mumbai
Laptop,Central,727,550,Delhi
Laptop,East,682,559,Bangalore
Smartwatch,West,1025,845,Hyderabad
Headphones,Central,4280,498,Chennai
Tablet,South,1765,957,Delhi
Laptop,East,1149,235,Bangalore
Smartwatch,West,4042,962,Hyderabad
Tablet,West,2469,736,Chennai
Smartwatch,East,3082,813,Pune
Smartwatch,Central,4450,387,Amreli
Headphones,North,2022,84,Gandhinagar
Smartphone,North,3910,910,Noida
Laptop,West,1698,837,Pune
Headphones,South,1932,716,Patan
Tablet,East,2371,785,Ahemdabad
Smartwatch,South,1104,174,Mumbai
Tablet,North,3393,986,Delhi
Laptop,East,2889,840,Bangalore
Smartwatch,North,2081,649,Hyderabad
Headphones,East,2139,151,Chennai
Laptop,East,4079,84,Pune
Tablet,East,1107,989,Amreli
Headphones,South,2346,289,Gandhinagar
Laptop,North,1927,402,Noida
Smartwatch,South,3099,828,Pune
Tablet,West,3507,583,Patan
Desktop,North,3228,152,Ahemdabad
Laptop,West,4504,60,Pune
Smartphone,North,1633,826,Amreli
Headphones,Central,2230,69,Gandhinagar
Desktop,West,3010,105,Noida
Headphones,West,504,208,Pune
Headphones,West,1832,936,Patan
Smartwatch,South,4006,873,Ahemdabad
Headphones,South,1260,205,Pune
Smartwatch,South,4451,921,Amreli
Tablet,East,985,708,Gandhinagar
Tablet,North,2020,705,Noida
Tablet,South,3780,375,Pune
Desktop,Central,1526,707,Patan
Smartwatch,North,746,439,Ahemdabad
Laptop,Central,4536,155,Amreli
Smartwatch,North,3815,310,Gandhinagar
Smartphone,South,2045,279,Noida
Desktop,Central,4646,986,Pune
Desktop,West,3421,118,Patan
Desktop,Central,4880,510,Ahemdabad
Desktop,South,2167,839,Patan
Headphones,South,1829,760,Patan
Smartphone,South,3010,357,Patan
Laptop,East,2202,260,Patan
Desktop,North,1165,909,Ahemdabad
Headphones,West,600,342,Mumbai
Smartwatch,South,4572,528,Kutch
Tablet,Central,3807,660,Bhopal
Laptop,South,2537,760,Pune
Desktop,West,4925,302,Gandhinagar
Tablet,North,2400,785,Patan
Smartphone,East,1002,342,Patan
Smartwatch,West,1450,551,Patan
Laptop,South,2709,400,Patan
Tablet,Central,862,750,Ahemdabad
Desktop,South,1279,320,Mumbai
Smartphone,South,3571,544,Kutch
Smartwatch,South,2555,249,Bhopal
Smartwatch,North,771,917,Pune
Tablet,East,1633,115,Gandhinagar
Tablet,East,3131,535,Amreli
Laptop,East,3367,563,Rajkot
Desktop,East,2672,649,Mumbai
Smartphone,West,4798,649,Kutch
Tablet,West,3013,830,Patan
Laptop,Central,3220,748,Patan
Laptop,North,1978,655,Patan
Tablet,North,1168,59,Patan
Headphones,South,3247,920,Ahemdabad
Smartphone,West,3875,87,Mumbai
Tablet,East,3120,368,Kutch
Headphones,Central,629,707,Bhopal
Tablet,West,1061,142,Pune
Laptop,North,4645,51,Gandhinagar
Desktop,South,2095,558,Amreli
Laptop,South,2187,376,Rajkot
Laptop,East,1126,246,Noida
Smartwatch,North,4298,327,Gandhinagar
Desktop,South,2733,926,Rajkot
Headphones,North,3595,502,Gandhinagar
Headphones,East,4615,599,Rajkot
Headphones,West,3146,715,Pune
Smartwatch,East,4207,469,Amreli
Headphones,Central,3959,659,Ahemdabad
Tablet,East,3734,680,Pune
Desktop,East,1713,856,Amreli
Smartwatch,South,1571,615,Gandhinagar
Smartwatch,West,2930,381,Noida
Desktop,North,2217,220,Pune
Laptop,West,3483,763,Patan
Smartwatch,South,2879,504,Ahemdabad
Smartphone,East,2909,227,Amreli
Desktop,North,3282,753,Mumbai
Tablet,East,1405,570,Delhi
Desktop,North,4593,249,Bangalore
Headphones,East,3716,949,Hyderabad
Tablet,Central,1863,857,Chennai
Laptop,West,1972,396,Pune
Smartwatch,South,826,371,Amreli
Laptop,Central,1782,99,Gandhinagar
Smartphone,East,2159,402,Noida
Laptop,South,4770,199,Pune
Laptop,East,4444,461,Patan
Smartphone,West,2659,838,Ahemdabad
Smartphone,West,2593,750,Patan
Smartwatch,North,3932,956,Patan
Headphones,North,3454,215,Patan
Desktop,North,4250,928,Patan
Headphones,South,2044,294,Ahemdabad
Laptop,East,3778,357,Mumbai
Smartphone,Central,1176,135,Kutch
Smartwatch,South,3765,430,Bhopal
Smartphone,East,3457,872,Pune
Smartwatch,East,2147,596,Gandhinagar
Tablet,East,3059,145,Mumbai
Tablet,West,2932,785,Delhi
Laptop,East,2583,781,Bangalore
Smartwatch,West,707,470,Hyderabad
Tablet,South,1586,209,Chennai
Smartwatch,West,1841,851,Delhi
Smartwatch,Central,1176,167,Bangalore
Headphones,Central,2694,260,Hyderabad
Laptop,Central,3525,699,Chennai
Desktop,East,1991,605,Pune
Smartwatch,East,1833,468,Amreli
Smartphone,North,3705,689,Gandhinagar
Laptop,South,1293,880,Noida
Laptop,Central,2145,752,Pune
Smartphone,North,2258,704,Patan
Smartwatch,South,1525,757,Ahemdabad
Laptop,South,4320,915,Mumbai
Smartwatch,East,2237,280,Delhi
Headphones,South,2951,120,Bangalore
Tablet,West,4380,131,Hyderabad
Desktop,North,2756,442,Chennai
Headphones,East,891,444,Pune
Headphones,North,755,790,Amreli
Tablet,North,3840,628,Gandhinagar
Smartphone,North,1407,145,Noida
Smartphone,West,951,937,Pune
Smartwatch,West,3193,503,Patan
Laptop,East,1078,133,Ahemdabad
Smartphone,Central,2501,963,Pune
Headphones,West,853,671,Amreli
Smartwatch,South,3710,223,Gandhinagar
Headphones,Central,1209,656,Noida
Tablet,Central,4402,280,Pune
Desktop,East,4598,436,Patan
Smartwatch,North,2258,409,Ahemdabad
Smartwatch,South,3288,90,Pune
Tablet,North,2728,204,Amreli
Desktop,West,4517,814,Gandhinagar
Laptop,East,4530,125,Noida
Laptop,East,4314,922,Pune
Smartwatch,West,4883,781,Patan
Tablet,South,4608,817,Ahemdabad
Desktop,Central,706,188,Amreli
Smartwatch,South,3216,424,Gandhinagar
Laptop,North,2172,818,Noida
Headphones,East,2384,824,Pune
Headphones,Central,1608,376,Patan
Smartwatch,South,3571,694,Ahemdabad
Desktop,East,1750,979,Patan
Laptop,South,3394,995,Patan
Desktop,South,4090,808,Patan
Smartphone,West,872,407,Patan
Smartphone,Central,1048,656,Ahemdabad
Desktop,South,631,876,Mumbai
Smartwatch,Central,1468,125,Kutch
Tablet,Central,3926,111,Bhopal
Laptop,South,4028,258,Pune
Smartwatch,Central,1214,444,Gandhinagar
Laptop,North,4418,472,Patan
Laptop,South,1616,310,Patan
Laptop,North,724,714,Patan
Desktop,East,4272,63,Patan
Headphones,East,4247,382,Ahemdabad
Headphones,West,1052,254,Mumbai
Laptop,East,4602,615,Kutch
Desktop,Central,3317,995,Bhopal
Smartphone,West,1237,762,Pune
Tablet,Central,2094,540,Gandhinagar
Smartphone,West,2915,661,Amreli
Headphones,West,4744,605,Rajkot
Tablet,West,2751,663,Mumbai
Desktop,Central,2115,106,Kutch
Smartphone,South,3020,790,Patan
Smartphone,South,2880,913,Patan
Headphones,East,1110,915,Patan
Headphones,North,2045,358,Patan
Tablet,East,876,486,Ahemdabad
Smartphone,South,1845,759,Mumbai
Tablet,West,4150,466,Kutch
Headphones,West,3079,312,Bhopal
Smartphone,East,2522,464,Pune
Tablet,East,3859,424,Gandhinagar
Smartwatch,Central,3463,196,Amreli
Headphones,East,2492,793,Rajkot
Smartphone,Central,843,121,Noida
Smartphone,Central,1926,736,Gandhinagar
Desktop,West,3365,409,Rajkot
Smartwatch,East,1095,444,Gandhinagar
Smartphone,North,3637,596,Rajkot
Headphones,West,1490,616,Pune
Headphones,West,4042,357,Amreli
Smartphone,West,3411,462,Ahemdabad
Laptop,South,2632,575,Pune
Tablet,Central,2273,469,Amreli
Desktop,North,2110,166,Gandhinagar
Smartphone,North,720,574,Noida
Laptop,South,520,860,Pune
Smartwatch,East,1565,272,Patan
Tablet,East,4842,766,Ahemdabad
Smartphone,South,2018,703,Amreli
Smartwatch,North,3001,228,Mumbai
Laptop,West,4113,180,Delhi
Laptop,East,4948,626,Bangalore
Headphones,West,3790,418,Hyderabad
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
