Order_ID,Customer_ID,Product_Category,Product_Name,Quantity,Price_per_Unit,Total_Amount,Order_Date,Payment_Method,Delivery_Status
3343,C0371,Home,Vacuum Cleaner,2,765,1530,2023-07-21,PayPal,Delivered
3344,C0091,Beauty,Perfume,3,499,1497,2023-02-19,Credit Card,Delivered
3345,C0448,Clothing,T-Shirt,5,1355,6775,2023-03-09,COD,Canceled
3346,C0865,Clothing,Sweater,1,1637,1637,2023-06-15,PayPal,Canceled
3347,C0109,Home,Microwave,4,606,2424,2023-10-25,PayPal,Pending
3348,C0250,Home,Vacuum Cleaner,2,1916,3832,2023-01-28,Credit Card,Pending
3349,C0447,Clothing,Jacket,1,669,669,2023-12-30,COD,Pending
3350,C0604,Toys,Puzzle,1,1897,1897,2023-06-05,COD,Pending
3351,C0411,Clothing,Sweater,5,802,4010,2023-08-23,Credit Card,Delivered
3352,C0537,Clothing,Jacket,4,582,2328,2023-12-02,Credit Card,Delivered
3353,C0081,Electronics,Laptop,5,1249,6245,2023-03-25,PayPal,Delivered
3354,C0406,Beauty,Shampoo,2,386,772,2023-10-23,Credit Card,Canceled
3355,C0892,Toys,Puzzle,3,1238,3714,2023-03-12,COD,Canceled
3356,C0318,Electronics,Headphones,1,333,333,2023-08-15,PayPal,Canceled
3357,C0764,Electronics,Headphones,2,615,1230,2023-12-23,Credit Card,Canceled
3358,C0348,Clothing,Sweater,2,294,588,2023-09-05,Credit Card,Canceled
3359,C0227,Clothing,Jacket,4,628,2512,2023-05-30,PayPal,Canceled
3360,C0342,Electronics,Headphones,1,960,960,2023-03-16,COD,Pending
3361,C0798,Sports,Yoga Mat,5,1863,9315,2023-04-18,Debit Card,Canceled
3362,C0173,Electronics,Tablet,3,1411,4233,2023-04-22,COD,Pending
3363,C0079,Clothing,Sweater,1,370,370,2023-04-11,PayPal,Delivered
3364,C0523,Beauty,Shampoo,1,1247,1247,2023-11-30,COD,Delivered
3365,C0649,Clothing,Jeans,3,1768,5304,2023-01-05,Credit Card,Canceled
3366,C0117,Electronics,Headphones,2,463,926,2023-07-05,PayPal,Delivered
3367,C0544,Clothing,Sneakers,5,1549,7745,2023-10-22,PayPal,Pending
3368,C0523,Electronics,Laptop,1,258,258,2023-02-22,Debit Card,Delivered
3369,C0199,Clothing,Sweater,2,331,662,2023-12-14,Credit Card,Pending
3370,C0928,Sports,Dumbbells,4,628,2512,2023-03-17,Credit Card,Pending
3371,C0795,Sports,Treadmill,2,25,50,2023-07-12,PayPal,Delivered
3372,C0358,Clothing,T-Shirt,3,102,306,2023-08-07,Debit Card,Pending
3373,C0360,Beauty,Perfume,5,1385,6925,2023-12-14,Debit Card,Delivered
3374,C0745,Sports,Dumbbells,3,227,681,2023-03-28,PayPal,Canceled
3375,C0982,Sports,Yoga Mat,4,1326,5304,2023-01-29,Debit Card,Delivered
3376,C0839,Clothing,T-Shirt,2,775,1550,2023-02-19,COD,Canceled
3377,C0661,Sports,Yoga Mat,1,1012,1012,2023-07-02,PayPal,Pending
3378,C0835,Sports,Cycling Helmet,4,183,732,2023-08-31,Credit Card,Pending
3379,C0152,Sports,Dumbbells,3,14,42,2023-04-02,COD,Canceled
3380,C0242,Electronics,Smartphone,2,386,772,2023-01-27,COD,Delivered
3381,C0106,Toys,Puzzle,3,1337,4011,2023-03-02,PayPal,Canceled
3382,C0150,Home,Coffee Maker,1,213,213,2023-09-21,Debit Card,Delivered
3383,C0263,Beauty,Lipstick,4,387,1548,2023-11-29,Credit Card,Canceled
3384,C0203,Home,Coffee Maker,4,1475,5900,2023-06-23,PayPal,Canceled
3385,C0178,Toys,Board Game,5,1443,7215,2023-10-31,PayPal,Delivered
3386,C0617,Beauty,Perfume,3,1062,3186,2023-08-11,PayPal,Pending
3387,C0157,Toys,Board Game,5,734,3670,2023-03-18,Debit Card,Pending
3388,C0779,Sports,Treadmill,4,15,60,2023-11-18,COD,Pending
3389,C0778,Toys,Dollhouse,2,1196,2392,2023-07-26,Credit Card,Canceled
3390,C0672,Sports,Yoga Mat,5,474,2370,2023-05-06,COD,Canceled
3391,C0078,Electronics,Tablet,2,1635,3270,2023-01-18,Credit Card,Delivered
3392,C0182,Home,Vacuum Cleaner,5,289,1445,2023-03-02,PayPal,Delivered
3393,C0975,Toys,Action Figure,3,179,537,2023-05-04,Debit Card,Pending
3394,C0792,Beauty,Shampoo,3,963,2889,2023-07-23,PayPal,Pending
3395,C0644,Sports,Dumbbells,4,593,2372,2023-09-08,PayPal,Pending
3396,C0506,Home,Coffee Maker,3,603,1809,2023-06-04,Debit Card,Canceled
3397,C0476,Beauty,Moisturizer,5,1725,8625,2023-12-19,Credit Card,Pending
3398,C0773,Clothing,Jeans,5,36,180,2023-11-02,Credit Card,Canceled
3399,C0578,Toys,Lego Set,2,1269,2538,2023-03-30,Credit Card,Delivered
3400,C0779,Home,Air Purifier,1,411,411,2023-12-01,COD,Delivered
3401,C0594,Toys,Puzzle,5,1442,7210,2023-07-12,Credit Card,Delivered
3402,C0460,Electronics,Smartphone,2,1382,2764,2023-12-21,PayPal,Delivered
3403,C0698,Beauty,Shampoo,4,886,3544,2023-12-10,Debit Card,Canceled
3404,C0947,Beauty,Shampoo,3,706,2118,2023-12-04,Debit Card,Delivered
3405,C0904,Electronics,Tablet,3,372,1116,2023-02-15,Credit Card,Pending
3406,C0579,Toys,Dollhouse,5,1337,6685,2023-08-26,PayPal,Pending
3407,C0659,Beauty,Perfume,3,266,798,2023-11-29,Credit Card,Delivered
3408,C0651,Electronics,Smartwatch,4,337,1348,2023-07-15,PayPal,Delivered
3409,C0640,Sports,Dumbbells,1,1692,1692,2023-05-21,Credit Card,Pending
3410,C0331,Toys,Board Game,5,986,4930,2023-11-20,COD,Pending
3411,C0885,Sports,Dumbbells,4,843,3372,2023-12-01,Credit Card,Pending
3412,C0995,Toys,Lego Set,2,1642,3284,2023-08-16,Credit Card,Canceled
3413,C0643,Toys,Puzzle,1,132,132,2023-07-08,COD,Canceled
3414,C0324,Clothing,T-Shirt,5,513,2565,2023-01-06,Credit Card,Pending
3415,C0155,Electronics,Smartphone,3,810,2430,2023-03-03,PayPal,Pending
3416,C0451,Beauty,Conditioner,5,1402,7010,2023-03-01,Credit Card,Delivered
3417,C0070,Beauty,Perfume,2,801,1602,2023-02-12,Credit Card,Pending
3418,C0481,Toys,Dollhouse,3,1305,3915,2023-03-04,Credit Card,Delivered
3419,C0453,Beauty,Lipstick,1,696,696,2023-09-08,COD,Canceled
3420,C0647,Clothing,T-Shirt,5,319,1595,2023-11-25,COD,Delivered
3421,C0311,Clothing,Jeans,4,262,1048,2023-12-09,Debit Card,Pending
3422,C0816,Sports,Treadmill,2,1209,2418,2023-09-18,COD,Pending
3423,C0282,Clothing,Jacket,5,1789,8945,2023-04-26,COD,Canceled
3424,C0606,Clothing,Jeans,4,1686,6744,2023-01-12,PayPal,Pending
3425,C0058,Toys,Puzzle,5,1485,7425,2023-10-28,COD,Pending
3426,C0361,Home,Microwave,2,762,1524,2023-10-21,Debit Card,Pending
3427,C0520,Beauty,Lipstick,5,1876,9380,2023-10-21,Debit Card,Delivered
3428,C0076,Beauty,Perfume,3,180,540,2023-09-03,COD,Delivered
3429,C0318,Home,Vacuum Cleaner,3,1251,3753,2023-05-21,COD,Delivered
3430,C0473,Home,Vacuum Cleaner,4,54,216,2023-12-22,PayPal,Canceled
3431,C0463,Electronics,Smartphone,3,1932,5796,2023-02-18,COD,Pending
3432,C0039,Toys,Action Figure,1,938,938,2023-10-31,Debit Card,Pending
3433,C0059,Home,Vacuum Cleaner,1,1176,1176,2023-04-03,PayPal,Pending
3434,C0378,Sports,Running Shoes,5,1869,9345,2023-07-16,PayPal,Delivered
3435,C0852,Toys,Action Figure,1,1799,1799,2023-09-05,Debit Card,Canceled
3436,C0294,Clothing,Jacket,1,434,434,2023-11-27,PayPal,Delivered
3437,C0079,Clothing,Sneakers,2,905,1810,2023-12-26,COD,Canceled
3438,C0661,Home,Microwave,2,1359,2718,2023-08-11,Debit Card,Delivered
3439,C0885,Toys,Puzzle,1,1753,1753,2023-06-02,PayPal,Pending
3440,C0876,Beauty,Shampoo,2,1264,2528,2023-10-20,Debit Card,Delivered
3441,C0093,Clothing,T-Shirt,1,1998,1998,2023-03-06,Credit Card,Pending
3442,C0630,Beauty,Conditioner,4,1471,5884,2023-02-20,COD,Canceled
3443,C0609,Home,Blender,2,1015,2030,2023-06-16,Debit Card,Pending
3444,C0520,Toys,Puzzle,1,423,423,2023-02-02,PayPal,Delivered
3445,C0394,Toys,Dollhouse,1,855,855,2024-01-01,Credit Card,Pending
3446,C0474,Home,Microwave,5,156,780,2023-10-03,COD,Canceled
3447,C0595,Home,Vacuum Cleaner,4,1892,7568,2023-04-05,COD,Canceled
3448,C0568,Sports,Yoga Mat,4,94,376,2023-07-27,PayPal,Pending
3449,C0978,Electronics,Smartphone,5,1605,8025,2023-12-25,COD,Canceled
3450,C0811,Home,Blender,5,1678,8390,2023-01-11,PayPal,Pending
3451,C0757,Beauty,Moisturizer,5,345,1725,2023-07-21,Debit Card,Delivered
3452,C0918,Toys,Dollhouse,3,814,2442,2023-10-12,PayPal,Canceled
3453,C0043,Home,Vacuum Cleaner,1,892,892,2023-10-02,COD,Canceled
3454,C0461,Beauty,Lipstick,3,1794,5382,2023-09-29,COD,Delivered
3455,C0931,Home,Blender,2,1659,3318,2023-09-08,COD,Pending
3456,C0830,Clothing,Jeans,5,384,1920,2023-02-02,COD,Canceled
3457,C0586,Home,Air Purifier,1,1941,1941,2023-09-23,COD,Delivered
3458,C0668,Home,Vacuum Cleaner,1,1980,1980,2023-10-27,COD,Pending
3459,C0193,Clothing,Jeans,2,1955,3910,2023-10-03,COD,Pending
3460,C0330,Home,Coffee Maker,4,653,2612,2024-01-01,COD,Canceled
3461,C0620,Beauty,Conditioner,1,971,971,2023-11-30,Debit Card,Delivered
3462,C0488,Beauty,Moisturizer,4,1093,4372,2023-03-05,Debit Card,Pending
3463,C0514,Beauty,Conditioner,1,611,611,2023-04-17,Debit Card,Canceled
3464,C0155,Sports,Cycling Helmet,3,337,1011,2023-12-04,COD,Delivered
3465,C0981,Clothing,Sneakers,5,1677,8385,2023-03-02,PayPal,Pending
3466,C0064,Sports,Treadmill,4,1460,5840,2023-04-03,PayPal,Canceled
3467,C0462,Home,Blender,3,54,162,2023-11-03,PayPal,Canceled
3468,C0106,Home,Coffee Maker,1,1290,1290,2023-12-22,PayPal,Canceled
3469,C0831,Clothing,Sneakers,5,21,105,2023-04-03,PayPal,Canceled
3470,C0921,Beauty,Conditioner,3,275,825,2023-01-03,PayPal,Canceled
3471,C0858,Sports,Cycling Helmet,5,679,3395,2023-10-12,Debit Card,Pending
3472,C0352,Beauty,Conditioner,1,1912,1912,2023-08-17,COD,Delivered
3473,C0732,Home,Blender,1,302,302,2023-06-10,COD,Pending
3474,C0087,Toys,Lego Set,3,1784,5352,2023-03-04,Debit Card,Canceled
3475,C0517,Beauty,Lipstick,1,1547,1547,2023-01-21,Debit Card,Pending
3476,C0662,Beauty,Shampoo,2,1466,2932,2023-03-07,PayPal,Delivered
3477,C0177,Beauty,Lipstick,5,1233,6165,2023-10-22,COD,Canceled
3478,C0041,Clothing,Sneakers,1,1448,1448,2023-04-16,PayPal,Delivered
3479,C0254,Electronics,Smartwatch,1,912,912,2023-12-01,COD,Canceled
3480,C0725,Sports,Yoga Mat,2,537,1074,2023-03-24,Credit Card,Pending
3481,C0449,Toys,Board Game,5,1784,8920,2023-02-14,COD,Canceled
3482,C0450,Clothing,Jacket,4,278,1112,2023-10-15,Debit Card,Canceled
3483,C0537,Sports,Dumbbells,2,626,1252,2023-05-12,COD,Canceled
3484,C0536,Beauty,Moisturizer,2,1855,3710,2023-01-18,Credit Card,Canceled
3485,C0625,Electronics,Laptop,5,311,1555,2023-02-13,PayPal,Canceled
3486,C0163,Clothing,Sneakers,2,1838,3676,2023-03-05,PayPal,Delivered
3487,C0373,Beauty,Shampoo,5,1136,5680,2023-09-17,Debit Card,Pending
3488,C0382,Toys,Lego Set,2,597,1194,2023-06-02,PayPal,Canceled
3489,C0940,Home,Coffee Maker,5,1490,7450,2023-07-06,COD,Canceled
3490,C0290,Sports,Cycling Helmet,5,1767,8835,2023-10-06,COD,Canceled
3491,C0397,Clothing,Sneakers,4,248,992,2023-03-29,PayPal,Canceled
3492,C0419,Sports,Treadmill,1,1439,1439,2023-08-05,COD,Pending
3493,C0794,Toys,Lego Set,5,949,4745,2023-12-03,Credit Card,Canceled
3494,C0347,Electronics,Laptop,3,481,1443,2023-01-01,PayPal,Delivered
3495,C0696,Toys,Puzzle,4,1094,4376,2023-05-08,COD,Pending
3496,C0613,Clothing,Jacket,4,609,2436,2023-06-03,PayPal,Delivered
3497,C0054,Beauty,Conditioner,1,1403,1403,2023-01-24,Debit Card,Pending
3498,C0809,Clothing,T-Shirt,2,405,810,2023-09-23,PayPal,Canceled
3499,C0647,Beauty,Lipstick,2,1430,2860,2023-05-31,COD,Pending
3500,C0663,Electronics,Smartwatch,5,1440,7200,2023-12-04,PayPal,Delivered
3501,C0343,Toys,Board Game,4,658,2632,2023-10-01,PayPal,Pending
3502,C0068,Electronics,Headphones,5,1009,5045,2023-08-16,COD,Pending
3503,C0338,Beauty,Shampoo,3,34,102,2023-03-13,Debit Card,Delivered
3504,C0097,Beauty,Lipstick,2,843,1686,2023-10-23,COD,Canceled
3505,C0572,Toys,Action Figure,5,1384,6920,2023-09-09,PayPal,Pending
3506,C0695,Clothing,Sweater,5,883,4415,2023-12-22,PayPal,Pending
3507,C0396,Clothing,Jacket,4,241,964,2023-06-10,COD,Delivered
3508,C0291,Electronics,Laptop,3,1818,5454,2023-09-25,Debit Card,Canceled
3509,C0259,Clothing,Jacket,3,1692,5076,2023-06-30,Credit Card,Canceled
3510,C0742,Electronics,Smartwatch,5,608,3040,2023-11-07,Credit Card,Delivered
3511,C0873,Sports,Treadmill,3,269,807,2023-10-03,Credit Card,Delivered
3512,C0673,Beauty,Moisturizer,3,1593,4779,2023-09-19,Credit Card,Delivered
3513,C0988,Sports,Yoga Mat,4,429,1716,2023-04-18,Credit Card,Delivered
3514,C0929,Clothing,Jeans,4,1748,6992,2023-12-19,Credit Card,Delivered
3515,C0618,Beauty,Conditioner,3,790,2370,2023-02-20,Credit Card,Pending
3516,C0895,Electronics,Smartwatch,5,350,1750,2023-12-06,Debit Card,Canceled
3517,C0154,Toys,Puzzle,2,1249,2498,2023-01-23,Credit Card,Pending
3518,C0342,Beauty,Shampoo,5,1492,7460,2023-05-02,Debit Card,Pending
3519,C0084,Toys,Lego Set,5,1438,7190,2023-01-19,Debit Card,Canceled
3520,C0597,Clothing,Jeans,2,27,54,2023-04-07,PayPal,Canceled
3521,C0680,Home,Air Purifier,4,1252,5008,2023-03-14,PayPal,Canceled
3522,C0145,Home,Coffee Maker,5,1805,9025,2023-06-03,PayPal,Canceled
3523,C0939,Sports,Yoga Mat,3,59,177,2023-04-21,Debit Card,Delivered
3524,C0359,Sports,Treadmill,3,1888,5664,2023-03-10,Credit Card,Pending
3525,C0318,Beauty,Moisturizer,4,1173,4692,2023-11-05,Debit Card,Delivered
3526,C0991,Toys,Lego Set,4,242,968,2023-10-10,Debit Card,Pending
3527,C0672,Clothing,T-Shirt,4,545,2180,2023-04-21,COD,Delivered
3528,C0716,Sports,Treadmill,1,1573,1573,2023-10-30,COD,Canceled
3529,C0679,Electronics,Smartwatch,1,1915,1915,2023-07-03,Debit Card,Delivered
3530,C0402,Clothing,Sneakers,3,112,336,2023-05-23,PayPal,Canceled
3531,C0133,Toys,Lego Set,5,168,840,2023-03-07,Debit Card,Pending
3532,C0610,Electronics,Tablet,1,607,607,2023-11-15,Debit Card,Delivered
3533,C0726,Beauty,Perfume,5,983,4915,2023-08-05,Credit Card,Delivered
3534,C0961,Home,Microwave,2,1475,2950,2023-02-08,PayPal,Pending
3535,C0087,Toys,Lego Set,3,1117,3351,2023-10-09,PayPal,Pending
3536,C0318,Electronics,Laptop,1,1958,1958,2023-05-11,PayPal,Pending
3537,C0573,Sports,Running Shoes,3,1191,3573,2023-05-14,COD,Canceled
3538,C0386,Toys,Lego Set,2,595,1190,2023-07-15,Credit Card,Pending
3539,C0659,Home,Blender,2,135,270,2023-11-29,COD,Delivered
3540,C0811,Home,Blender,3,566,1698,2023-03-25,PayPal,Pending
3541,C0337,Clothing,Jacket,1,723,723,2023-07-24,COD,Pending
3542,C0833,Beauty,Shampoo,3,1840,5520,2023-08-22,Debit Card,Pending
3543,C0131,Sports,Treadmill,5,165,825,2023-02-12,PayPal,Pending
3544,C0687,Toys,Action Figure,5,1717,8585,2023-05-11,Credit Card,Canceled
3545,C0720,Home,Vacuum Cleaner,5,1079,5395,2023-12-13,PayPal,Delivered
3546,C0849,Toys,Lego Set,5,572,2860,2023-08-06,COD,Canceled
3547,C0970,Sports,Yoga Mat,5,987,4935,2023-12-22,Credit Card,Canceled
3548,C0757,Home,Coffee Maker,2,664,1328,2023-03-15,Credit Card,Delivered
3549,C0702,Home,Microwave,1,112,112,2023-10-02,PayPal,Pending
3550,C0935,Clothing,Jacket,1,1288,1288,2023-04-15,COD,Pending
3551,C0540,Toys,Lego Set,4,221,884,2023-02-06,COD,Pending
3552,C0096,Beauty,Conditioner,3,1917,5751,2023-11-19,COD,Canceled
3553,C0662,Home,Coffee Maker,2,587,1174,2023-05-18,COD,Delivered
3554,C0687,Beauty,Perfume,2,1007,2014,2023-11-21,PayPal,Delivered
3555,C0434,Beauty,Conditioner,3,547,1641,2023-12-23,Credit Card,Delivered
3556,C0521,Electronics,Smartphone,3,1980,5940,2023-11-27,Debit Card,Canceled
3557,C0371,Sports,Dumbbells,5,326,1630,2023-04-09,COD,Canceled
3558,C0019,Beauty,Perfume,2,839,1678,2024-01-01,PayPal,Canceled
3559,C0372,Sports,Running Shoes,2,1431,2862,2023-07-10,COD,Canceled
3560,C0317,Sports,Yoga Mat,3,1000,3000,2023-10-16,Credit Card,Delivered
3561,C0185,Toys,Lego Set,3,902,2706,2023-12-03,COD,Pending
3562,C0974,Electronics,Smartphone,1,759,759,2023-11-28,Debit Card,Delivered
3563,C0220,Sports,Cycling Helmet,5,878,4390,2023-09-19,Debit Card,Canceled
3564,C0350,Sports,Cycling Helmet,4,241,964,2023-11-06,Credit Card,Canceled
3565,C0971,Electronics,Smartwatch,5,1179,5895,2023-03-25,Debit Card,Canceled
3566,C0785,Beauty,Shampoo,2,908,1816,2023-08-03,Credit Card,Pending
3567,C0498,Home,Microwave,1,1517,1517,2023-03-20,PayPal,Delivered
3568,C0197,Toys,Puzzle,3,423,1269,2023-06-11,PayPal,Pending
3569,C0232,Toys,Action Figure,4,337,1348,2023-08-11,Debit Card,Pending
3570,C0141,Beauty,Perfume,2,985,1970,2023-07-14,COD,Delivered
3571,C0159,Electronics,Tablet,4,1781,7124,2023-01-14,PayPal,Delivered
3572,C0080,Electronics,Tablet,5,1995,9975,2023-11-06,Credit Card,Delivered
3573,C0303,Sports,Yoga Mat,1,777,777,2023-05-07,PayPal,Canceled
3574,C0865,Clothing,Sneakers,5,740,3700,2023-02-09,Debit Card,Pending
3575,C0808,Toys,Puzzle,3,147,441,2023-05-19,Debit Card,Pending
3576,C0104,Sports,Treadmill,1,874,874,2023-03-05,Credit Card,Canceled
3577,C0520,Home,Coffee Maker,5,1455,7275,2023-09-30,Debit Card,Canceled
3578,C0790,Clothing,Sweater,4,766,3064,2023-02-26,COD,Delivered
3579,C0553,Clothing,Sneakers,1,1959,1959,2023-12-17,Credit Card,Pending
3580,C0856,Clothing,T-Shirt,1,1194,1194,2023-10-08,COD,Delivered
3581,C0757,Toys,Puzzle,3,1587,4761,2023-07-28,PayPal,Canceled
3582,C0905,Sports,Yoga Mat,3,588,1764,2023-02-03,Debit Card,Pending
3583,C0540,Clothing,Jeans,4,829,3316,2023-06-18,Debit Card,Canceled
3584,C0039,Toys,Action Figure,4,203,812,2023-11-24,PayPal,Canceled
3585,C0678,Beauty,Shampoo,1,696,696,2023-02-15,Debit Card,Pending
3586,C0345,Sports,Dumbbells,2,146,292,2023-07-05,Credit Card,Pending
3587,C0898,Toys,Board Game,5,1114,5570,2023-06-20,COD,Delivered
3588,C0785,Home,Coffee Maker,1,886,886,2023-05-20,Debit Card,Delivered
3589,C0633,Sports,Cycling Helmet,4,1248,4992,2023-03-16,PayPal,Canceled
3590,C0135,Clothing,Jacket,1,1678,1678,2023-04-26,Credit Card,Pending
3591,C0612,Clothing,Jacket,3,320,960,2023-05-21,PayPal,Canceled
3592,C0386,Sports,Treadmill,5,428,2140,2023-01-06,Debit Card,Pending
3593,C0158,Clothing,Jeans,1,376,376,2023-02-20,Debit Card,Pending
3594,C0167,Beauty,Shampoo,3,890,2670,2023-07-13,COD,Pending
3595,C0186,Sports,Running Shoes,5,1671,8355,2023-04-24,COD,Delivered
3596,C0852,Toys,Action Figure,5,532,2660,2023-07-13,Debit Card,Pending
3597,C0710,Home,Blender,2,1316,2632,2023-02-23,Credit Card,Pending
3598,C0790,Home,Blender,3,347,1041,2023-03-05,Debit Card,Canceled
3599,C0640,Home,Vacuum Cleaner,5,1801,9005,2023-03-31,COD,Delivered
3600,C0829,Sports,Treadmill,2,1942,3884,2023-09-27,Credit Card,Delivered
3601,C0925,Home,Coffee Maker,2,228,456,2023-06-06,Debit Card,Canceled
3602,C0170,Clothing,Jacket,1,1656,1656,2023-10-29,Credit Card,Delivered
3603,C0739,Sports,Cycling Helmet,4,1685,6740,2023-09-08,PayPal,Delivered
3604,C0449,Clothing,Jacket,4,1106,4424,2023-02-18,Credit Card,Pending
3605,C0045,Sports,Cycling Helmet,5,266,1330,2023-09-28,Credit Card,Pending
3606,C0421,Toys,Lego Set,5,1318,6590,2023-06-28,Debit Card,Delivered
3607,C0374,Beauty,Lipstick,5,1147,5735,2023-12-25,COD,Canceled
3608,C0693,Toys,Action Figure,1,1955,1955,2023-10-20,PayPal,Canceled
3609,C0737,Beauty,Shampoo,2,970,1940,2023-05-25,COD,Delivered
3610,C0244,Beauty,Perfume,4,257,1028,2023-10-10,COD,Canceled
3611,C0993,Sports,Treadmill,3,297,891,2023-05-19,COD,Delivered
3612,C0455,Home,Vacuum Cleaner,4,1429,5716,2023-11-08,Credit Card,Delivered
3613,C0626,Toys,Dollhouse,2,1346,2692,2023-02-20,Debit Card,Canceled
3614,C0292,Sports,Cycling Helmet,2,416,832,2023-01-25,COD,Pending
3615,C0771,Electronics,Smartwatch,3,135,405,2023-03-29,Debit Card,Delivered
3616,C0767,Electronics,Headphones,1,1868,1868,2023-06-12,Debit Card,Canceled
3617,C0803,Electronics,Laptop,4,159,636,2023-07-19,COD,Pending
3618,C0460,Electronics,Laptop,5,1477,7385,2023-04-03,COD,Pending
3619,C0240,Home,Vacuum Cleaner,1,406,406,2023-06-26,Debit Card,Pending
3620,C0547,Home,Air Purifier,5,1011,5055,2023-12-14,PayPal,Delivered
3621,C0245,Clothing,Jacket,4,724,2896,2023-09-30,Debit Card,Pending
3622,C0317,Toys,Dollhouse,3,1748,5244,2023-10-10,Debit Card,Delivered
3623,C0989,Toys,Dollhouse,1,971,971,2023-11-01,PayPal,Delivered
3624,C0829,Electronics,Smartwatch,4,1718,6872,2023-07-26,COD,Delivered
3625,C0804,Toys,Dollhouse,5,1924,9620,2023-09-02,Debit Card,Pending
3626,C0481,Electronics,Smartwatch,4,1203,4812,2023-10-31,Debit Card,Pending
3627,C0926,Toys,Dollhouse,2,231,462,2023-03-07,Credit Card,Delivered
3628,C0856,Beauty,Moisturizer,2,1463,2926,2023-05-13,COD,Canceled
3629,C0199,Sports,Cycling Helmet,4,726,2904,2023-01-05,Credit Card,Delivered
3630,C0377,Beauty,Shampoo,5,1586,7930,2023-12-18,Debit Card,Canceled
3631,C0695,Beauty,Shampoo,2,616,1232,2023-09-20,Credit Card,Canceled
3632,C0970,Electronics,Smartwatch,4,1258,5032,2024-01-01,Credit Card,Pending
3633,C0585,Toys,Dollhouse,4,1083,4332,2023-03-21,PayPal,Canceled
3634,C0452,Clothing,T-Shirt,5,598,2990,2023-12-03,Credit Card,Pending
3635,C0473,Home,Blender,2,45,90,2023-03-06,PayPal,Delivered
3636,C0788,Sports,Treadmill,5,321,1605,2023-03-15,Credit Card,Delivered
3637,C0289,Clothing,Sneakers,5,1945,9725,2023-07-13,PayPal,Delivered
3638,C0797,Clothing,Jeans,5,1407,7035,2023-10-18,Debit Card,Pending
3639,C0392,Toys,Board Game,2,411,822,2023-05-17,Credit Card,Canceled
3640,C0515,Beauty,Conditioner,2,420,840,2023-01-28,PayPal,Canceled
3641,C0541,Toys,Action Figure,1,270,270,2023-11-24,PayPal,Canceled
3642,C0429,Electronics,Smartwatch,3,165,495,2023-07-09,Credit Card,Delivered
3643,C0990,Home,Vacuum Cleaner,4,1287,5148,2023-12-29,Credit Card,Delivered
3644,C0166,Toys,Lego Set,3,949,2847,2023-05-08,Credit Card,Canceled
3645,C0837,Electronics,Tablet,5,1429,7145,2023-12-14,Credit Card,Pending
3646,C0205,Home,Coffee Maker,1,1385,1385,2023-11-08,Debit Card,Canceled
3647,C0821,Clothing,Jeans,1,112,112,2023-08-03,Credit Card,Pending
3648,C0620,Electronics,Tablet,4,1019,4076,2023-12-28,PayPal,Delivered
3649,C0142,Toys,Puzzle,4,244,976,2023-08-23,COD,Delivered
3650,C0894,Electronics,Tablet,3,86,258,2023-04-04,Debit Card,Delivered
3651,C0257,Toys,Lego Set,3,99,297,2023-08-13,Credit Card,Pending
3652,C0054,Electronics,Headphones,2,1461,2922,2023-07-01,Credit Card,Delivered
3653,C0657,Clothing,Jeans,3,28,84,2023-08-28,Credit Card,Pending
3654,C0493,Electronics,Smartwatch,3,76,228,2023-09-15,PayPal,Canceled
3655,C0896,Clothing,Jeans,5,724,3620,2023-05-27,PayPal,Pending
3656,C0381,Sports,Running Shoes,1,1479,1479,2023-05-22,Credit Card,Delivered
3657,C0568,Clothing,Sneakers,3,1739,5217,2023-08-08,PayPal,Pending
3658,C0957,Beauty,Moisturizer,2,1234,2468,2023-09-24,Credit Card,Delivered
3659,C0106,Beauty,Conditioner,3,1891,5673,2023-04-28,Credit Card,Delivered
3660,C0729,Clothing,T-Shirt,5,662,3310,2023-06-06,Credit Card,Pending
3661,C0867,Home,Microwave,4,1034,4136,2023-11-22,COD,Canceled
3662,C0529,Toys,Action Figure,5,743,3715,2023-02-14,PayPal,Canceled
3663,C0872,Beauty,Perfume,2,1239,2478,2023-06-06,PayPal,Canceled
3664,C0128,Clothing,Jacket,4,590,2360,2023-07-28,Credit Card,Delivered
3665,C0292,Sports,Cycling Helmet,1,976,976,2023-06-10,Credit Card,Delivered
3666,C0086,Sports,Dumbbells,2,1685,3370,2023-02-16,COD,Delivered
3667,C0782,Home,Coffee Maker,2,506,1012,2023-11-21,Debit Card,Canceled
3668,C0165,Toys,Puzzle,3,1902,5706,2023-02-10,PayPal,Pending
3669,C0280,Beauty,Shampoo,2,1757,3514,2023-02-09,COD,Delivered
3670,C0461,Home,Vacuum Cleaner,1,1673,1673,2023-05-03,PayPal,Canceled
3671,C0928,Clothing,Jacket,1,1805,1805,2023-02-17,COD,Delivered
3672,C0526,Clothing,Jacket,1,1940,1940,2023-03-26,PayPal,Pending
3673,C0151,Beauty,Lipstick,2,1683,3366,2023-10-22,COD,Delivered
3674,C0851,Toys,Dollhouse,5,876,4380,2023-01-30,Debit Card,Canceled
3675,C0448,Home,Vacuum Cleaner,2,1604,3208,2023-02-13,Credit Card,Delivered
3676,C0094,Sports,Yoga Mat,3,645,1935,2023-05-27,COD,Pending
3677,C0970,Beauty,Conditioner,1,692,692,2023-10-11,PayPal,Delivered
